File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Genome annotation	Platform	Controlled by	File Status	Restricted	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF673IGN	bigWig	plus strand signal of unique reads	ENCSR415DJT	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/PTBP1-human/				PTBP1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2016-03-17	ENCODE				1							ENCFF780QXW	99544194	ENCODE Processing Pipeline	0981fb24d3e17dbce1dae6497244bd8a		https://www.encodeproject.org/files/ENCFF673IGN/@@download/ENCFF673IGN.bigWig	hg19	V19			released			experiment not submitted to GEO		
ENCFF619VWC	bigWig	minus strand signal of all reads	ENCSR415DJT	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/PTBP1-human/				PTBP1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2016-03-17	ENCODE				1							ENCFF780QXW	108289073	ENCODE Processing Pipeline	645e5d0e279fcbed0d5946c44b1fe6ec		https://www.encodeproject.org/files/ENCFF619VWC/@@download/ENCFF619VWC.bigWig	hg19	V19			released			experiment not submitted to GEO		
ENCFF677JFS	bigWig	minus strand signal of unique reads	ENCSR415DJT	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/PTBP1-human/				PTBP1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2016-03-17	ENCODE				2							ENCFF914MST	99857308	ENCODE Processing Pipeline	bdca356f464f8f36b61ae2c8086a1b89		https://www.encodeproject.org/files/ENCFF677JFS/@@download/ENCFF677JFS.bigWig	hg19	V19			released			experiment not submitted to GEO		
ENCFF589WON	tsv	gene quantifications	ENCSR415DJT	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/PTBP1-human/				PTBP1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2016-03-17	ENCODE				1							ENCFF627RIV, ENCFF826ONU	9534117	ENCODE Processing Pipeline	ef8aa4e70e5fc0d7b6b778d9d324b6bd		https://www.encodeproject.org/files/ENCFF589WON/@@download/ENCFF589WON.tsv	hg19	V19			released			experiment not submitted to GEO		
ENCFF407XRX	tsv	transcript quantifications	ENCSR415DJT	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/PTBP1-human/				PTBP1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2016-03-17	ENCODE				1							ENCFF627RIV, ENCFF826ONU	26092599	ENCODE Processing Pipeline	3a14849667e7f780739675d92556507b		https://www.encodeproject.org/files/ENCFF407XRX/@@download/ENCFF407XRX.tsv	hg19	V19			released			experiment not submitted to GEO		
ENCFF809DDB	bigWig	plus strand signal of unique reads	ENCSR415DJT	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/PTBP1-human/				PTBP1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2016-03-17	ENCODE				2							ENCFF914MST	102448536	ENCODE Processing Pipeline	03db7d17732565e7d05eb05c6fbf8e25		https://www.encodeproject.org/files/ENCFF809DDB/@@download/ENCFF809DDB.bigWig	hg19	V19			released			experiment not submitted to GEO		
ENCFF792NRJ	bigWig	plus strand signal of all reads	ENCSR415DJT	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/PTBP1-human/				PTBP1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2016-03-17	ENCODE				2							ENCFF914MST	113029489	ENCODE Processing Pipeline	38ac2c12644ceec81314941d5630cea2		https://www.encodeproject.org/files/ENCFF792NRJ/@@download/ENCFF792NRJ.bigWig	hg19	V19			released			experiment not submitted to GEO		
ENCFF136DML	bigWig	minus strand signal of all reads	ENCSR415DJT	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/PTBP1-human/				PTBP1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2016-03-17	ENCODE				2							ENCFF914MST	111562597	ENCODE Processing Pipeline	2948af383635658fbd881966c3bd4252		https://www.encodeproject.org/files/ENCFF136DML/@@download/ENCFF136DML.bigWig	hg19	V19			released			experiment not submitted to GEO		
ENCFF057JQX	tsv	gene quantifications	ENCSR415DJT	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/PTBP1-human/				PTBP1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2016-03-17	ENCODE				2							ENCFF374OXE, ENCFF826ONU	9539303	ENCODE Processing Pipeline	5548d52c660c13b260236366a9963aeb		https://www.encodeproject.org/files/ENCFF057JQX/@@download/ENCFF057JQX.tsv	hg19	V19			released			experiment not submitted to GEO		
ENCFF351WKU	tsv	transcript quantifications	ENCSR415DJT	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/PTBP1-human/				PTBP1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2016-03-17	ENCODE				2							ENCFF374OXE, ENCFF826ONU	26100619	ENCODE Processing Pipeline	bc1b150cc91ec0f70309bc7a4b67f19c		https://www.encodeproject.org/files/ENCFF351WKU/@@download/ENCFF351WKU.tsv	hg19	V19			released			experiment not submitted to GEO		
ENCFF333TBJ	fastq	reads	ENCSR772DUM	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/Non-specific%20target%20control-human/				Non-specific target control-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-09	ENCODE				1	1	100		paired-ended	1	ENCFF761TJL		1453869623	Brenton Graveley, UConn	ad8cf22f536e0b8ee62055f15a51f2c7		https://www.encodeproject.org/files/ENCFF333TBJ/@@download/ENCFF333TBJ.fastq.gz			Illumina HiSeq 2500		released			experiment not submitted to GEO		
ENCFF119BHG	fastq	reads	ENCSR772DUM	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/Non-specific%20target%20control-human/				Non-specific target control-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-09	ENCODE				2	1	100		paired-ended	1	ENCFF408PSV		1485561401	Brenton Graveley, UConn	a3947b10cdb95212f99e2e0194cdbaba		https://www.encodeproject.org/files/ENCFF119BHG/@@download/ENCFF119BHG.fastq.gz			Illumina HiSeq 2500		released			experiment not submitted to GEO		
ENCFF761TJL	fastq	reads	ENCSR772DUM	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/Non-specific%20target%20control-human/				Non-specific target control-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-09	ENCODE				1	1	100		paired-ended	2	ENCFF333TBJ		1458166233	Brenton Graveley, UConn	94345cc56f57b229e3c3205b808403d0		https://www.encodeproject.org/files/ENCFF761TJL/@@download/ENCFF761TJL.fastq.gz			Illumina HiSeq 2500		released			experiment not submitted to GEO		
ENCFF408PSV	fastq	reads	ENCSR772DUM	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/Non-specific%20target%20control-human/				Non-specific target control-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-09	ENCODE				2	1	100		paired-ended	2	ENCFF119BHG		1467857220	Brenton Graveley, UConn	38e89e443df94f3dbde85faa0bd84d82		https://www.encodeproject.org/files/ENCFF408PSV/@@download/ENCFF408PSV.fastq.gz			Illumina HiSeq 2500		released			experiment not submitted to GEO		
ENCFF514VCY	bam	alignments	ENCSR772DUM	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/Non-specific%20target%20control-human/				Non-specific target control-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-09	ENCODE				1	1						ENCFF333TBJ, ENCFF761TJL	2086940636	Brenton Graveley, UConn	742e1df831e147485ffed69d2c4ca978		https://www.encodeproject.org/files/ENCFF514VCY/@@download/ENCFF514VCY.bam	hg19				released			experiment not submitted to GEO		
ENCFF214DWG	bam	alignments	ENCSR772DUM	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/Non-specific%20target%20control-human/				Non-specific target control-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-09	ENCODE				2	1						ENCFF119BHG, ENCFF408PSV	2138477900	Brenton Graveley, UConn	c3707a356908e3770e8cf0b289cb5d5a		https://www.encodeproject.org/files/ENCFF214DWG/@@download/ENCFF214DWG.bam	hg19				released			experiment not submitted to GEO		
ENCFF494YJY	bigWig	minus strand signal of all reads	ENCSR772DUM	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/Non-specific%20target%20control-human/				Non-specific target control-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-09	ENCODE				2	1						ENCFF214DWG	67070722	Brenton Graveley, UConn	8596371f81e6c8a3bccde668ac5fd985		https://www.encodeproject.org/files/ENCFF494YJY/@@download/ENCFF494YJY.bigWig	hg19				released			experiment not submitted to GEO		
ENCFF641PTK	bigWig	minus strand signal of all reads	ENCSR772DUM	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/Non-specific%20target%20control-human/				Non-specific target control-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-09	ENCODE				1	1						ENCFF514VCY	64315151	Brenton Graveley, UConn	58f46c5355b738075715636184bcfd99		https://www.encodeproject.org/files/ENCFF641PTK/@@download/ENCFF641PTK.bigWig	hg19				released			experiment not submitted to GEO		
ENCFF038WSF	bigWig	plus strand signal of unique reads	ENCSR772DUM	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/Non-specific%20target%20control-human/				Non-specific target control-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-09	ENCODE				1	1						ENCFF514VCY	61234892	Brenton Graveley, UConn	562de65151ec8b5bd6a03db92a4c41e0		https://www.encodeproject.org/files/ENCFF038WSF/@@download/ENCFF038WSF.bigWig	hg19				released			experiment not submitted to GEO		
ENCFF404SFJ	bigWig	minus strand signal of unique reads	ENCSR772DUM	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/Non-specific%20target%20control-human/				Non-specific target control-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-09	ENCODE				1	1						ENCFF514VCY	59492212	Brenton Graveley, UConn	b1cc08f783f08130d3a1d326554f700a		https://www.encodeproject.org/files/ENCFF404SFJ/@@download/ENCFF404SFJ.bigWig	hg19				released			experiment not submitted to GEO		
ENCFF621ILI	bigWig	plus strand signal of all reads	ENCSR772DUM	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/Non-specific%20target%20control-human/				Non-specific target control-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-09	ENCODE				2	1						ENCFF214DWG	68746119	Brenton Graveley, UConn	1c976c4e2ff1d0ab42e6b3866e27d2c1		https://www.encodeproject.org/files/ENCFF621ILI/@@download/ENCFF621ILI.bigWig	hg19				released			experiment not submitted to GEO		
ENCFF863PQP	bigWig	minus strand signal of unique reads	ENCSR772DUM	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/Non-specific%20target%20control-human/				Non-specific target control-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-09	ENCODE				2	1						ENCFF214DWG	61374095	Brenton Graveley, UConn	39c6f876357a67f39265d264834992d3		https://www.encodeproject.org/files/ENCFF863PQP/@@download/ENCFF863PQP.bigWig	hg19				released			experiment not submitted to GEO		
ENCFF248JVO	bigWig	plus strand signal of all reads	ENCSR772DUM	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/Non-specific%20target%20control-human/				Non-specific target control-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-09	ENCODE				1	1						ENCFF514VCY	65729438	Brenton Graveley, UConn	1d35f21dc0eb1a56f4238b25998a8b83		https://www.encodeproject.org/files/ENCFF248JVO/@@download/ENCFF248JVO.bigWig	hg19				released			experiment not submitted to GEO		
ENCFF279GLB	bigWig	plus strand signal of unique reads	ENCSR772DUM	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/Non-specific%20target%20control-human/				Non-specific target control-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-09	ENCODE				2	1						ENCFF214DWG	63287368	Brenton Graveley, UConn	41a1e8c728994a42d9b738792f6f60c5		https://www.encodeproject.org/files/ENCFF279GLB/@@download/ENCFF279GLB.bigWig	hg19				released			experiment not submitted to GEO		
ENCFF328VAO	bam	alignments	ENCSR772DUM	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/Non-specific%20target%20control-human/				Non-specific target control-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-09	ENCODE				1							ENCFF333TBJ, ENCFF742NER, ENCFF761TJL	2617432071	ENCODE Processing Pipeline	9dd22ecd122dd1d0f5b881455f361c8d		https://www.encodeproject.org/files/ENCFF328VAO/@@download/ENCFF328VAO.bam	GRCh38	V24			released			experiment not submitted to GEO		
ENCFF991SGH	bam	transcriptome alignments	ENCSR772DUM	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/Non-specific%20target%20control-human/				Non-specific target control-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-09	ENCODE				1							ENCFF333TBJ, ENCFF742NER, ENCFF761TJL	2975093055	ENCODE Processing Pipeline	630afac97a6d33aa1baed71991fac41d		https://www.encodeproject.org/files/ENCFF991SGH/@@download/ENCFF991SGH.bam	GRCh38	V24			released			experiment not submitted to GEO		
ENCFF896QFX	bam	alignments	ENCSR772DUM	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/Non-specific%20target%20control-human/				Non-specific target control-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-09	ENCODE				2							ENCFF119BHG, ENCFF408PSV, ENCFF742NER	2670720543	ENCODE Processing Pipeline	72e9bda49aa106f398c7d655ff704998		https://www.encodeproject.org/files/ENCFF896QFX/@@download/ENCFF896QFX.bam	GRCh38	V24			released			experiment not submitted to GEO		
ENCFF334BND	bam	transcriptome alignments	ENCSR772DUM	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/Non-specific%20target%20control-human/				Non-specific target control-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-09	ENCODE				2							ENCFF119BHG, ENCFF408PSV, ENCFF742NER	2960595012	ENCODE Processing Pipeline	2e7db2e1f40b30d17db184c3d17ee403		https://www.encodeproject.org/files/ENCFF334BND/@@download/ENCFF334BND.bam	GRCh38	V24			released			experiment not submitted to GEO		
ENCFF224HIG	bigWig	plus strand signal of unique reads	ENCSR772DUM	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/Non-specific%20target%20control-human/				Non-specific target control-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-09	ENCODE				1							ENCFF328VAO	70117278	ENCODE Processing Pipeline	277d8e82115144152465bb2259a3c848		https://www.encodeproject.org/files/ENCFF224HIG/@@download/ENCFF224HIG.bigWig	GRCh38	V24			released			experiment not submitted to GEO		
ENCFF401XHA	bigWig	minus strand signal of unique reads	ENCSR772DUM	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/Non-specific%20target%20control-human/				Non-specific target control-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-09	ENCODE				1							ENCFF328VAO	68330753	ENCODE Processing Pipeline	21a48082fda72c95c38e8f47ec813e9c		https://www.encodeproject.org/files/ENCFF401XHA/@@download/ENCFF401XHA.bigWig	GRCh38	V24			released			experiment not submitted to GEO		
ENCFF270FER	bigWig	minus strand signal of all reads	ENCSR772DUM	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/Non-specific%20target%20control-human/				Non-specific target control-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-09	ENCODE				1							ENCFF328VAO	77056424	ENCODE Processing Pipeline	aab8b4a61f9123375eec391e9910f6d7		https://www.encodeproject.org/files/ENCFF270FER/@@download/ENCFF270FER.bigWig	GRCh38	V24			released			experiment not submitted to GEO		
ENCFF295WLG	bigWig	plus strand signal of all reads	ENCSR772DUM	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/Non-specific%20target%20control-human/				Non-specific target control-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-09	ENCODE				1							ENCFF328VAO	78342466	ENCODE Processing Pipeline	0c1a8e38096eda23f874ebfe79b1cb44		https://www.encodeproject.org/files/ENCFF295WLG/@@download/ENCFF295WLG.bigWig	GRCh38	V24			released			experiment not submitted to GEO		
ENCFF026FIJ	bigWig	minus strand signal of unique reads	ENCSR772DUM	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/Non-specific%20target%20control-human/				Non-specific target control-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-09	ENCODE				2							ENCFF896QFX	70092871	ENCODE Processing Pipeline	3c5ecda4bf3af5566df7e5fe826660df		https://www.encodeproject.org/files/ENCFF026FIJ/@@download/ENCFF026FIJ.bigWig	GRCh38	V24			released			experiment not submitted to GEO		
ENCFF980BTR	bigWig	plus strand signal of unique reads	ENCSR772DUM	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/Non-specific%20target%20control-human/				Non-specific target control-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-09	ENCODE				2							ENCFF896QFX	71958187	ENCODE Processing Pipeline	fa4ea2cb6043e13a6e07f4977e19b2bf		https://www.encodeproject.org/files/ENCFF980BTR/@@download/ENCFF980BTR.bigWig	GRCh38	V24			released			experiment not submitted to GEO		
ENCFF742CZE	bigWig	minus strand signal of all reads	ENCSR772DUM	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/Non-specific%20target%20control-human/				Non-specific target control-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-09	ENCODE				2							ENCFF896QFX	79837659	ENCODE Processing Pipeline	7063d7ec5e157fcc7b035dcf9c74ce45		https://www.encodeproject.org/files/ENCFF742CZE/@@download/ENCFF742CZE.bigWig	GRCh38	V24			released			experiment not submitted to GEO		
ENCFF144MZB	bigWig	plus strand signal of all reads	ENCSR772DUM	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/Non-specific%20target%20control-human/				Non-specific target control-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-09	ENCODE				2							ENCFF896QFX	81221334	ENCODE Processing Pipeline	f9ac933e072c5126e82a8ebf9603322e		https://www.encodeproject.org/files/ENCFF144MZB/@@download/ENCFF144MZB.bigWig	GRCh38	V24			released			experiment not submitted to GEO		
ENCFF681IYQ	tsv	gene quantifications	ENCSR772DUM	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/Non-specific%20target%20control-human/				Non-specific target control-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-09	ENCODE				1							ENCFF940AZB, ENCFF991SGH	9886547	ENCODE Processing Pipeline	63f1b5426cd3172d35efc4ae22244f65		https://www.encodeproject.org/files/ENCFF681IYQ/@@download/ENCFF681IYQ.tsv	GRCh38	V24			released			experiment not submitted to GEO		
ENCFF256AXE	tsv	transcript quantifications	ENCSR772DUM	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/Non-specific%20target%20control-human/				Non-specific target control-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-09	ENCODE				1							ENCFF940AZB, ENCFF991SGH	26507889	ENCODE Processing Pipeline	a27db26f4261b7f26bb1fe4e3381e78f		https://www.encodeproject.org/files/ENCFF256AXE/@@download/ENCFF256AXE.tsv	GRCh38	V24			released			experiment not submitted to GEO		
ENCFF406WMA	tsv	transcript quantifications	ENCSR772DUM	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/Non-specific%20target%20control-human/				Non-specific target control-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-09	ENCODE				2							ENCFF334BND, ENCFF940AZB	26500042	ENCODE Processing Pipeline	f8859ebea461db70350e3b3b2d543766		https://www.encodeproject.org/files/ENCFF406WMA/@@download/ENCFF406WMA.tsv	GRCh38	V24			released			experiment not submitted to GEO		
ENCFF814BFK	tsv	gene quantifications	ENCSR772DUM	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/Non-specific%20target%20control-human/				Non-specific target control-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-09	ENCODE				2							ENCFF334BND, ENCFF940AZB	9883064	ENCODE Processing Pipeline	2d022c41a6c31cadc0ef8afd7b9fa00f		https://www.encodeproject.org/files/ENCFF814BFK/@@download/ENCFF814BFK.tsv	GRCh38	V24			released			experiment not submitted to GEO		
